id,focus,signal,slack,drag,confidence,score,lane
l001,terminal width,35,33,6,25,166,watch
l002,argument risk,35,34,6,55,198,ship
l003,report density,35,35,6,85,230,ship
l004,file span,35,36,18,25,112,hold
l005,terminal width,35,37,18,55,144,watch
l006,argument risk,35,38,18,85,176,watch
l007,report density,35,39,34,25,38,hold
l008,file span,35,40,34,55,70,hold
l009,terminal width,35,41,34,85,102,hold
l010,argument risk,60,42,6,25,259,ship
l011,report density,60,43,6,55,291,ship
l012,file span,60,44,6,85,323,ship
l013,terminal width,60,45,18,25,205,ship
l014,argument risk,60,46,18,55,237,ship
l015,report density,60,47,18,85,269,ship
l016,file span,60,48,34,25,131,watch
l017,terminal width,60,32,34,55,129,watch
l018,argument risk,60,33,34,85,161,watch
l019,report density,85,34,6,25,318,ship
l020,file span,85,35,6,55,350,ship
l021,terminal width,85,36,6,85,382,ship
l022,argument risk,85,37,18,25,264,ship
l023,report density,85,38,18,55,296,ship
l024,file span,85,39,18,85,328,ship
l025,terminal width,85,40,34,25,190,ship
l026,argument risk,85,41,34,55,222,ship
l027,report density,85,42,34,85,254,ship
